id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_category
962,1660,No,2.8,Yes,4,No,7,0.8,184,1,6,76,1165,1531,12,5.767,7,No,No,No,No
963,1861,Yes,0.9,No,4,Yes,55,0.5,148,7,8,1698,1877,601,7,5,4,Yes,No,No,No
964,648,No,1.9,Yes,4,No,8,1,91,5,19,819,1997,2991,8,7,4,No,No,Yes,No
965,1379,No,0.5,Yes,1,No,19,0.3,134,8,17,387,671,3912,11,2,19,No,Yes,Yes,Yes
966,1910,Yes,1.7,No,0,No,34,0.6,115,2,9.9165,985,1284,309,8,4,10,No,No,Yes,No
967,1807,No,2,Yes,0,Yes,13,0.5,155,8,9.9165,970,974,323,9,3,3,Yes,Yes,Yes,No
968,1923,No,0.5,Yes,7,No,46,0.5,191,1,10,767,1759,1489,10,9,3,Yes,Yes,Yes,No
969,1345,Yes,3,No,7,Yes,38,0.1,162,3,11,512,1465,1322,9,2,15,Yes,No,No,No
970,904,No,1.6,Yes,5,Yes,14,0.2,102,8,9,56,760,1846,7,5.767,3,Yes,No,Yes,No
971,1239,No,1.2,Yes,5,Yes,52,0.9,122,2,10,590,661,417,8,5.767,6,Yes,No,Yes,No
972,1330,No,0.9,No,6,Yes,52,0.8,84,4,12,462,1304,3269,19,6,8,Yes,Yes,No,Yes
973,516,Yes,0.7,Yes,1,No,30,0.9,138,1,12,126,698,3731,17,13,15,No,No,No,No
974,672,Yes,0.5,Yes,0,No,54,0.9,95,4,11,578,1143,667,17,8,14,No,No,No,No
975,892,Yes,0.5,No,0,Yes,47,0.4,94,1,18,655,1782,1241,12,3,9,Yes,No,Yes,No
976,1778,No,0.5,No,0,Yes,23,0.5,101,6,11,1028,1445,3941,19,6,13,Yes,No,No,Yes
977,1130,Yes,2.5,No,4,Yes,58,0.1,132,5,14,88,1261,1018,17,1,16,Yes,No,No,No
978,1359,No,0.6,No,4,No,59,0.3,86,2,6,1692,1902,3142,19,3,17,No,Yes,Yes,Yes
979,1866,Yes,2.5,Yes,3,Yes,47,0.8,89,5,9,358,1782,1444,7,4,20,Yes,No,No,No
980,1597,No,2.3,No,11,No,34,0.4,89,1,14,64,1667,934,16,10,9,No,Yes,No,No
981,1046,Yes,2.8,Yes,0,Yes,58,0.2,100,8,9.9165,259,1040,3863,17,12,9,Yes,Yes,Yes,Yes
982,1035,No,0.6,Yes,2,Yes,44,0.5,99,3,3,236,1960,3506,14,5,12,Yes,Yes,No,Yes
983,1175,Yes,1.3,No,2,No,19,0.3,164,7,9,873,1394,1944,9,4,9,Yes,Yes,No,No
984,1261,Yes,0.5,Yes,0,Yes,11,0.2,90,4,9.9165,858,1591,348,14,9,14,Yes,No,Yes,No
985,1068,No,0.7,Yes,9,No,51,0.5,124,4,15,1405,1910,550,12,8,6,Yes,Yes,No,No
986,1713,No,3,Yes,5,Yes,20,0.9,104,7,17,237,890,971,11,10,10,Yes,No,No,No
987,1688,No,2.5,No,0,Yes,21,0.2,170,7,9.9165,650,864,3984,17,14,8,Yes,Yes,Yes,Yes
988,1413,Yes,0.5,Yes,4,Yes,45,0.4,104,5,6,1949,1994,2973,17,8,15,Yes,No,Yes,Yes
989,559,Yes,0.5,No,10,No,11,0.4,82,5,14,541,823,2019,10,4,16,Yes,Yes,Yes,No
990,1483,Yes,2.6,Yes,13,No,19,0.6,146,7,19,361,1552,1587,9,4,19,No,No,No,No
991,860,Yes,1.6,Yes,13,No,48,0.5,187,7,18,335,1463,1870,17,2,18,Yes,No,No,No
992,1090,No,1.3,Yes,5,No,27,0.1,91,4,16,1638,1910,1352,5,1,11,No,Yes,No,No
993,686,Yes,0.5,No,11,No,3,0.3,91,6,15,1109,1392,570,7,6,19,No,Yes,No,No
994,818,No,1.3,No,14,No,43,0.9,177,6,15,111,510,546,12,6,7,Yes,Yes,Yes,No
995,1456,No,1.6,Yes,5,No,49,0.2,193,3,20,1285,1427,3624,12,11,16,Yes,Yes,No,Yes
996,774,No,0.5,Yes,2,Yes,10,0.5,188,2,9,1480,1731,2944,8,6,2,Yes,Yes,Yes,No
997,1068,No,0.5,Yes,0,Yes,19,0.9,197,8,9,322,875,1209,19,12,12,Yes,Yes,No,No
998,1373,Yes,1.9,Yes,1,Yes,29,0.9,141,6,12,1220,1348,2752,15,2,7,Yes,Yes,Yes,Yes
999,1777,Yes,3,No,3,No,20,0.6,188,6,5,511,616,3868,5,1,7,No,Yes,Yes,Yes
1000,594,No,0.8,No,2,Yes,28,0.1,132,5,3,1011,1263,3087,16,4,4,Yes,Yes,Yes,No
1001,1524,No,2.6,Yes,5,No,57,0.5,124,2,12,629,635,947,11,4,16,No,Yes,Yes,No
1002,511,Yes,0.6,Yes,12,No,50,0.1,175,3,16,140,622,1484,9,7,8,Yes,No,No,No
1003,1402,Yes,0.6,Yes,3,No,46,0.3,87,7,12,1081,1767,347,17,5.767,12,Yes,No,Yes,No
1004,965,Yes,0.5,No,15,No,53,1,131,8,19,297,653,3227,12,6,8,Yes,No,No,No
1005,1270,Yes,2.3,No,0,No,58,0.5,104,5,1,1512,1716,3299,13,4,16,No,No,Yes,Yes
1006,919,No,0.5,Yes,11,No,13,0.3,159,1,15,275,570,1028,8,4,17,Yes,No,No,No
1007,1963,Yes,1,No,16,Yes,34,0.1,157,2,17,1136,1813,714,18,2,2,Yes,No,Yes,No
1008,1977,No,1.3,Yes,2,No,31,0.4,173,8,6,1145,1356,2641,8,2,7,No,No,No,Yes
1009,1881,No,2.2,No,4,No,51,0.3,158,5,7,477,1553,1229,12,5.767,14,Yes,No,No,No
1010,683,No,0.7,No,5,No,19,0.9,173,4,17,954,1985,2622,16,3,5,No,No,Yes,No
1011,772,No,2.6,Yes,7,No,6,0.1,100,2,10,741,1471,929,13,6,18,No,Yes,Yes,No
1012,536,Yes,1.4,No,0,Yes,53,0.7,135,3,9.9165,547,705,1211,15,10,7,Yes,No,Yes,No
1013,1694,No,1.8,No,0,No,53,1,186,6,9.9165,1194,1208,1653,7,5,6,Yes,No,No,No
1014,1633,No,1.7,Yes,3,Yes,33,0.9,111,2,19,146,906,511,9,5.767,7,Yes,Yes,No,No
1015,1371,No,0.5,No,4,No,52,0.5,167,4,19,471,663,3034,13,6,8,No,No,No,No
1016,551,Yes,2.8,No,0,Yes,54,0.1,172,7,15,169,1916,1414,6,1,19,Yes,No,Yes,No
1017,1221,No,0.5,No,1,Yes,28,0.5,139,1,7,1895,1976,2438,13,11,10,Yes,Yes,Yes,Yes
1018,1000,Yes,0.5,No,12,No,63,0.7,179,8,18,1537,1761,3744,11,1,7,No,No,Yes,Yes
1019,1986,No,2.7,Yes,3,Yes,64,0.2,162,4,20,236,1520,1377,5,3,15,Yes,Yes,Yes,No
1020,1119,No,0.5,Yes,0,Yes,23,0.4,164,4,1,821,915,3520,7,4,7,Yes,No,No,Yes
1021,1699,No,0.5,Yes,1,No,59,0.5,97,4,3,466,1768,3796,17,10,12,No,Yes,Yes,Yes
1022,1099,No,0.5,No,13,Yes,61,0.3,146,3,20,393,1096,1699,17,10,3,Yes,Yes,Yes,No
1023,1576,No,2.6,No,7,No,58,0.2,90,3,16,400,631,336,14,8,13,Yes,Yes,Yes,No
1024,950,Yes,0.5,No,9,No,55,0.1,156,5,10,774,843,1095,14,12,13,No,Yes,No,No
1025,1081,Yes,2.5,Yes,13,No,49,1,99,3,17,284,519,325,9,1,6,No,No,Yes,No
1026,606,No,2.5,No,1,Yes,53,0.2,146,4,2,465,1152,1223,19,12,7,Yes,No,No,No
1027,502,No,1.5,Yes,7,No,37,0.2,199,2,12,705,1810,1649,6,1,14,No,Yes,No,No
1028,957,Yes,0.7,No,0,Yes,4,0.1,160,2,9.9165,38,1682,1898,12,4,3,Yes,Yes,No,No
1029,1658,Yes,1.4,Yes,0,Yes,38,0.3,159,5,9.9165,51,739,2609,12,11,19,Yes,No,No,No
1030,1681,Yes,2.5,Yes,6,No,18,0.3,167,1,7,850,1005,2265,5,3,20,Yes,Yes,Yes,No
1031,1983,Yes,0.5,Yes,3,No,43,1,87,6,10,349,676,2775,9,4,3,No,Yes,Yes,No
1032,1753,No,1.2,No,8,Yes,12,0.9,113,7,17,387,1595,1445,17,16,12,Yes,Yes,Yes,No
1033,1632,Yes,1.4,No,0,No,41,0.1,132,4,1,706,1623,2614,5,4,15,Yes,No,No,No
1034,1949,Yes,1.4,No,7,No,57,0.3,145,7,11,951,1178,356,5,3,19,No,No,No,No
1035,1696,No,1.7,No,1,No,13,0.9,97,3,2,179,772,523,5,5.767,4,No,Yes,Yes,No
1036,688,No,2.5,Yes,0,No,57,0.8,131,7,3,426,1964,3745,17,1,4,No,Yes,No,Yes
1037,1104,No,1.7,No,1,Yes,60,0.4,199,2,13,653,1413,1229,6,5.767,3,Yes,Yes,Yes,No
1038,1122,No,2.8,No,0,No,28,0.6,184,3,4,1578,1963,1402,14,10,3,No,Yes,No,No
1039,504,Yes,0.5,Yes,2,Yes,46,0.9,172,5,14,280,1795,2085,13,5,8,Yes,No,No,No
1040,1154,No,0.5,No,12,Yes,14,0.7,156,7,14,251,1801,587,8,3,4,Yes,Yes,Yes,No
1041,1727,No,2.1,No,2,Yes,63,0.6,85,7,8,1463,1992,2457,19,13,7,Yes,No,Yes,Yes
1042,1674,No,2.8,Yes,0,Yes,52,0.2,89,3,7,1432,1649,2030,7,5.767,6,Yes,No,No,No
1043,1948,No,2.8,Yes,5,Yes,18,0.2,135,2,14,477,571,816,16,2,3,Yes,No,No,No
1044,1218,Yes,2.8,Yes,3,No,39,0.8,150,7,14,1122,1746,1667,10,5.767,12,No,No,No,No
1045,531,No,1.1,No,10,No,63,0.7,189,7,14,145,1903,2958,17,1,19,No,Yes,No,No
1046,1057,No,2.1,No,4,No,5,0.5,154,5,13,416,1055,3705,6,4,13,Yes,No,No,Yes
1047,576,No,1.2,No,1,No,30,0.8,162,8,5,847,893,2800,11,6,16,No,Yes,Yes,No
1048,1960,Yes,2.1,No,1,No,7,0.2,165,7,9,868,877,3773,11,9,6,No,Yes,Yes,Yes
1049,673,Yes,1.7,Yes,3,Yes,22,0.1,88,1,5,594,1088,2050,7,2,17,Yes,Yes,No,No
1050,718,No,0.7,Yes,0,Yes,21,0.8,88,1,7,518,830,1754,17,11,9,Yes,No,Yes,No
1051,864,No,1.7,No,3,Yes,35,0.3,103,3,7,663,1805,1904,12,8,13,Yes,Yes,Yes,No
1052,547,No,1.9,Yes,1,No,37,0.4,154,5,4,371,541,2705,17,3,10,Yes,Yes,No,No
1053,623,Yes,0.9,No,1,Yes,3,0.1,102,8,7,1749,1781,3537,16,13,3,Yes,No,Yes,Yes
1054,1793,No,0.7,Yes,11,No,27,0.4,154,5,13,586,722,1370,16,3,19,Yes,No,Yes,No
1055,1720,Yes,0.7,Yes,0,No,19,0.1,137,2,3,409,646,1222,13,2,7,No,No,No,No
1056,812,No,0.5,Yes,1,No,64,1,106,4,7,35,1309,3102,6,5.767,2,No,No,No,No
1057,980,Yes,0.5,No,0,Yes,33,0.9,160,6,9.9165,1008,1758,2268,7,5,4,Yes,Yes,No,No
1058,643,No,1,No,9,Yes,18,0.2,187,8,12,442,1079,2648,7,5,18,Yes,Yes,Yes,No
1059,1925,No,3,Yes,0,Yes,16,0.8,175,8,11,983,1087,2173,7,3,19,Yes,Yes,No,No
1060,1408,Yes,2.5,No,3,No,32,0.1,151,4,6,875,982,3162,19,18,3,Yes,No,No,Yes
1061,1522,Yes,0.7,Yes,4,No,28,0.2,124,1,5,952,1191,1368,14,5,17,Yes,No,Yes,No
1062,587,Yes,2.5,No,16,Yes,51,0.6,111,1,17,244,1361,2746,10,4,7,Yes,No,Yes,No
1063,1959,No,0.5,Yes,5,No,18,0.7,191,6,20,65,1055,619,7,4,8,Yes,Yes,Yes,No
1064,1872,No,0.5,Yes,3,No,17,0.7,89,6,6,1749,1767,724,17,3,9,Yes,No,Yes,No
1065,1043,Yes,0.5,No,7,No,42,0.1,111,3,8,716,1626,912,16,9,6,No,Yes,No,No
1066,1809,No,0.5,No,6,No,23,0.7,123,6,19,433,1661,2784,12,6,20,Yes,Yes,Yes,Yes
1067,1703,Yes,0.5,No,5,Yes,23,0.2,92,6,7,134,521,793,7,3,17,Yes,Yes,No,No
1068,1095,Yes,0.5,No,4,No,45,0.5,197,1,5,179,1247,560,9,1,10,Yes,Yes,No,No
1069,1414,No,2.6,No,1,No,27,0.6,137,4,20,804,1564,312,5,2,8,No,No,Yes,No
1070,1659,Yes,2.5,No,2,No,41,0.1,88,7,18,787,1515,545,12,5.767,9,No,Yes,Yes,No
1071,1540,No,0.7,Yes,1,No,60,0.8,197,7,12,704,822,1591,19,5.767,2,Yes,No,Yes,No
1072,1342,No,1,No,0,Yes,31,0.6,86,7,1,991,1638,2746,15,5,10,Yes,Yes,No,Yes
1073,1189,Yes,2.3,No,13,No,8,0.5,198,3,14,379,932,893,9,6,13,Yes,Yes,No,No
1074,518,Yes,2.4,No,0,Yes,62,0.6,128,6,9.9165,489,710,2514,16,12,7,Yes,Yes,Yes,No
1075,1449,No,0.8,Yes,3,Yes,10,0.2,144,1,12,1518,1883,1032,10,5.767,8,Yes,Yes,Yes,No
1076,516,No,1.1,Yes,0,Yes,39,0.4,91,5,7,855,1401,819,8,5.767,10,Yes,Yes,Yes,No
1077,1569,No,0.8,Yes,8,No,59,0.9,111,3,16,1261,1383,3672,15,2,15,Yes,No,Yes,Yes
1078,1312,Yes,0.8,Yes,0,No,24,0.9,156,6,9.9165,115,1791,3833,14,13,17,No,Yes,No,Yes
1079,1893,Yes,0.5,Yes,1,No,23,0.1,179,8,3,1203,1432,1482,15,7,17,No,Yes,No,No
1080,1076,No,2.5,No,3,No,14,0.2,105,5,4,545,1300,2043,7,5,14,No,No,No,No
1081,530,Yes,2.6,No,1,No,40,0.9,118,6,2,818,1090,1229,16,11,2,No,Yes,No,No
1082,1044,Yes,2.8,Yes,7,No,33,0.6,129,4,13,42,1262,1816,17,16,15,Yes,No,Yes,No
1083,1330,No,1.1,No,11,No,37,0.7,126,7,20,1103,1637,2166,10,1,4,Yes,No,No,No
1084,1836,No,1.1,Yes,0,No,14,0.7,104,5,1,168,1068,2469,18,6,7,Yes,Yes,Yes,No
1085,1741,Yes,0.5,No,1,Yes,55,0.1,140,5,3,719,755,2575,13,10,7,Yes,Yes,Yes,No
1086,1869,No,2.6,No,0,Yes,30,0.4,152,1,13,163,874,1375,15,3,19,Yes,No,No,No
1087,1331,No,0.5,No,8,No,55,0.9,146,3,15,1162,1531,1732,6,2,11,Yes,No,Yes,No
1088,1655,Yes,0.5,Yes,6,Yes,4,0.1,105,3,12,626,1348,673,10,3,12,Yes,No,No,No
1089,605,No,1.5,No,9,Yes,18,0.9,162,2,14,329,656,2301,15,9,8,Yes,No,No,No
1090,1245,Yes,0.6,No,2,No,30,0.7,105,5,3,330,1434,2676,17,8,7,Yes,No,No,No
1091,1709,Yes,0.8,No,8,Yes,58,0.8,136,2,10,956,1292,1781,18,3,17,Yes,No,No,No
1092,846,Yes,2.6,No,0,Yes,58,0.1,123,4,15,1140,1983,2248,16,8,13,Yes,No,No,No
1093,1403,Yes,2.5,Yes,3,No,62,0.9,90,4,13,217,1623,921,14,13,18,Yes,No,No,No
1094,688,Yes,1.5,No,0,No,2,1,89,3,2,271,869,391,5,2,8,Yes,Yes,Yes,No
1095,775,Yes,2.5,Yes,1,Yes,10,0.1,185,7,14,444,1555,1719,19,3,18,Yes,Yes,Yes,No
1096,1154,No,2,No,6,Yes,35,0.8,159,5,16,1003,1827,3262,16,15,16,Yes,No,No,Yes
1097,1375,No,0.5,Yes,2,Yes,35,0.1,194,2,3,227,772,1947,15,13,15,Yes,Yes,Yes,No
1098,1827,Yes,0.8,No,4,No,61,0.9,130,7,9,253,1764,2693,8,3,7,No,Yes,Yes,Yes
1099,1697,No,0.5,No,0,Yes,60,0.1,90,4,9.9165,88,1046,441,15,1,11,Yes,Yes,No,No
1100,741,No,1.5,No,1,No,14,0.3,178,5,13,334,594,1886,19,11,9,Yes,Yes,Yes,No
1101,1672,Yes,0.5,Yes,13,Yes,32,0.7,174,1,20,1281,1896,1267,17,4,20,Yes,Yes,No,No
1102,514,Yes,0.7,No,4,No,57,0.1,186,3,7,168,1320,687,6,5.767,20,Yes,Yes,Yes,No
1103,1375,Yes,1.3,Yes,2,No,12,0.1,105,1,13,898,1687,2890,17,1,12,No,No,No,Yes
1104,989,Yes,1.8,Yes,4,Yes,55,0.7,124,1,12,46,1069,1737,8,5,10,Yes,No,Yes,No
1105,1510,Yes,2.5,Yes,11,No,47,0.7,138,2,13,118,1170,887,18,6,5,No,No,No,No
1106,1266,No,2.6,No,1,No,18,0.4,86,7,2,1187,1595,398,16,8,3,Yes,Yes,Yes,No
1107,1396,No,2.4,Yes,0,No,46,0.1,138,7,1,1191,1347,2389,7,3,15,No,No,Yes,No
1108,808,No,2.3,No,3,No,45,0.8,161,1,9,526,1324,3431,15,6,13,No,Yes,Yes,Yes
1109,1542,No,2.3,No,1,No,43,0.8,182,2,11,346,966,3601,14,4,16,No,No,No,Yes
1110,745,Yes,0.6,Yes,5,No,35,0.8,102,8,10,89,1538,2459,14,1,16,Yes,Yes,No,No
1111,1735,Yes,1.9,Yes,0,Yes,59,0.7,148,6,9.9165,137,846,3230,6,1,9,Yes,Yes,No,Yes
1112,586,No,0.5,Yes,1,No,57,0.3,188,2,5,1226,1389,3646,15,4,11,Yes,Yes,Yes,Yes
1113,1341,Yes,2.1,Yes,0,No,36,0.4,107,8,1,473,574,2200,18,14,15,No,Yes,No,No
1114,781,Yes,1.3,Yes,1,No,64,0.2,88,2,7,368,607,3862,17,10,9,No,No,No,Yes
1115,501,Yes,0.5,Yes,14,No,22,0.5,174,6,20,239,1636,3077,17,3,17,No,No,No,No
1116,1224,Yes,1.8,Yes,2,Yes,44,0.2,139,2,9,622,709,621,11,4,14,Yes,Yes,Yes,No
1117,1970,No,1.6,Yes,11,Yes,58,0.3,80,8,19,654,882,2372,14,12,2,Yes,Yes,No,No
1118,618,Yes,2.2,Yes,0,Yes,63,0.9,138,2,1,853,1781,2574,14,3,5,Yes,Yes,No,No
1119,1537,No,2.9,No,11,Yes,46,0.8,158,4,17,686,1305,2857,17,14,2,Yes,Yes,Yes,Yes
1120,1018,No,2.2,No,8,No,16,0.6,153,8,10,992,1433,3143,17,12,20,No,Yes,No,Yes
1121,1545,No,1.3,Yes,15,Yes,35,0.1,173,5,20,115,1352,3197,14,9,6,Yes,No,Yes,Yes
1122,1871,No,2.1,No,4,Yes,41,0.4,144,8,5,275,1966,2727,15,8,11,Yes,No,No,Yes
1123,1729,Yes,2.1,Yes,1,No,12,0.9,186,1,6,461,1178,1519,9,4,5,Yes,No,Yes,No
1124,680,Yes,2.1,Yes,9,Yes,9,0.1,131,3,11,1428,1500,2438,14,2,17,Yes,No,No,No
1125,1106,Yes,1.9,No,4,No,54,0.7,107,3,9,614,1212,2674,9,3,9,Yes,No,Yes,No
1126,635,Yes,0.6,Yes,1,Yes,50,0.3,97,5,13,193,989,2107,13,12,12,Yes,No,No,No
1127,618,No,0.6,No,8,No,16,0.2,143,1,14,1105,1602,2262,16,15,4,No,Yes,No,No
1128,1671,No,0.5,Yes,13,No,5,0.9,179,8,18,398,1263,815,16,6,10,Yes,Yes,Yes,No
1129,1562,Yes,1.2,Yes,0,Yes,52,0.1,105,7,9,480,728,2829,13,10,3,Yes,Yes,Yes,No
1130,1975,Yes,1.9,Yes,2,No,31,0.9,151,1,17,775,1607,3022,13,5,19,No,No,Yes,Yes
1131,831,Yes,0.7,No,2,Yes,62,0.7,134,8,9,1482,1490,2573,16,12,18,Yes,No,Yes,No
1132,1524,Yes,1.8,Yes,0,No,10,0.6,174,4,1,154,550,2678,16,5,13,Yes,No,Yes,No
1133,1528,Yes,1.8,Yes,3,Yes,55,0.8,129,5,6,454,1762,1282,11,9,11,Yes,Yes,Yes,No
1134,1447,Yes,2.5,Yes,2,No,9,0.2,155,8,16,737,1455,568,12,11,8,No,No,No,No
1135,1344,No,1.5,No,1,No,14,0.5,190,1,3,419,556,2074,8,1,5,Yes,Yes,No,No
1136,564,No,3,Yes,1,No,8,0.7,130,2,3,853,1737,2227,9,2,14,Yes,No,Yes,No
1137,921,No,0.6,Yes,1,No,60,0.1,83,2,3,1211,1229,1080,10,5.767,6,No,No,Yes,No
1138,1413,Yes,1.7,No,2,No,10,0.2,200,6,6,314,1606,2867,5,4,15,No,Yes,No,No
1139,831,No,2.4,No,10,No,55,0.5,86,6,12,172,1239,1075,12,11,3,Yes,Yes,No,No
1140,802,No,0.5,Yes,3,No,43,0.6,153,5,6,527,734,3063,17,13,4,No,Yes,No,No
1141,1923,No,1.3,No,3,No,24,1,86,4,4,874,1264,2479,9,2,15,Yes,Yes,No,No
1142,1193,Yes,3,No,10,No,56,0.4,196,3,17,674,864,2394,19,11,14,Yes,Yes,No,No
1143,904,Yes,1.2,Yes,10,Yes,31,0.8,112,3,11,657,1014,2814,13,3,19,Yes,No,No,No
1144,1285,No,2.4,No,1,Yes,51,1,140,7,2,475,500,2094,8,5.767,10,Yes,No,No,No
1145,1635,No,2.6,Yes,0,Yes,2,0.6,182,4,9.9165,1209,1411,2315,10,1,2,Yes,Yes,No,No
1146,1923,No,1,Yes,5,Yes,14,0.9,154,4,6,15,525,2519,13,5.767,16,Yes,No,Yes,No
1147,1851,Yes,1.9,Yes,3,Yes,12,0.9,198,6,11,293,1967,735,7,6,14,Yes,No,Yes,No
1148,727,Yes,1.5,No,0,Yes,32,1,131,7,1,813,1377,1891,19,13,7,Yes,No,Yes,No
1149,1396,No,1.5,Yes,0,Yes,44,0.1,118,6,1,173,1843,1386,7,1,8,Yes,Yes,Yes,No
1150,877,No,1.3,Yes,9,Yes,46,0.8,135,1,14,457,652,3260,14,12,6,Yes,No,No,No
1151,696,Yes,2.4,No,11,Yes,35,0.2,103,3,13,533,797,2022,14,11,4,Yes,No,Yes,No
1152,1009,Yes,1,Yes,2,No,2,0.6,102,8,14,912,1043,1716,7,5,15,No,No,No,No
1153,1526,No,1.1,Yes,2,Yes,38,0.3,116,5,6,798,1418,3317,7,1,8,Yes,Yes,Yes,Yes
1154,987,No,2,Yes,1,No,20,0.8,192,7,3,412,565,1454,11,3,8,Yes,Yes,No,No
1155,1414,Yes,2.2,Yes,0,Yes,49,0.5,101,4,1,130,887,2290,13,5.767,12,Yes,Yes,No,No
1156,1732,No,0.8,No,2,No,61,0.3,172,5,3,201,656,3940,17,11,20,No,Yes,Yes,Yes
1157,1587,Yes,0.5,No,0,No,50,0.9,148,8,15,299,874,461,17,4,4,Yes,No,Yes,No
1158,1097,No,0.8,No,10,Yes,21,0.1,160,7,15,1277,1352,2219,15,6,12,Yes,No,Yes,No
1159,504,No,2.8,Yes,0,No,40,0.5,178,3,9.9165,626,1195,470,6,5.767,16,Yes,No,No,No
1160,1159,No,2.7,No,13,Yes,28,0.2,80,8,18,378,751,2495,10,5.767,9,Yes,Yes,Yes,No
1161,1910,No,1.4,No,0,No,29,0.6,146,7,2,333,639,2944,8,7,2,Yes,Yes,Yes,No
1162,865,No,1.2,Yes,8,No,59,0.1,159,3,9,805,1804,2361,16,11,19,Yes,No,Yes,No
1163,1930,Yes,2,No,11,No,16,0.8,186,8,12,1901,1920,1783,17,3,13,No,No,Yes,No
1164,860,Yes,1.3,Yes,8,Yes,40,0.7,170,3,13,1573,1581,2832,13,7,20,Yes,Yes,Yes,No
1165,1268,Yes,2.9,No,9,Yes,42,0.9,182,6,17,360,912,931,11,5,20,Yes,Yes,No,No
1166,999,Yes,1.8,Yes,0,Yes,27,0.1,167,4,1,20,745,1344,17,10,5,Yes,No,No,No
1167,622,No,0.7,No,0,Yes,9,0.3,127,2,9.9165,98,511,3916,13,1,5,Yes,No,Yes,No
1168,1250,Yes,1.4,No,8,No,44,0.2,182,7,20,703,1011,1882,14,1,14,No,No,No,No
1169,763,Yes,0.5,No,9,Yes,51,0.3,104,5,12,273,1278,2865,11,6,9,Yes,Yes,Yes,No
1170,1100,Yes,1.6,No,12,No,15,0.1,112,8,14,919,1344,757,12,2,16,Yes,Yes,Yes,No
1171,815,No,2,Yes,4,No,51,0.3,85,6,12,982,1291,3469,5,4,6,Yes,No,Yes,Yes
1172,618,Yes,0.5,Yes,2,Yes,57,0.2,88,3,7,879,896,2399,18,15,17,Yes,Yes,Yes,No
1173,553,Yes,2.2,Yes,0,Yes,18,0.7,136,2,1,1287,1892,3300,12,10,20,Yes,No,No,Yes
1174,673,Yes,2.2,Yes,2,No,3,0.4,84,2,9,1109,1247,2719,19,2,9,Yes,Yes,Yes,No
1175,563,No,2,Yes,3,No,47,0.3,115,7,12,211,684,3012,14,4,15,Yes,No,No,No
1176,1590,No,1.5,Yes,12,Yes,14,0.5,187,4,15,1058,1109,2836,6,5,4,Yes,No,No,Yes
1177,1031,Yes,2.1,Yes,2,Yes,11,0.1,121,2,9,532,1247,2385,11,7,16,Yes,No,No,No
1178,909,Yes,0.5,Yes,9,No,30,0.4,97,3,10,290,773,594,12,5.767,4,Yes,Yes,Yes,No
1179,1880,No,0.5,No,0,Yes,7,0.6,104,4,1,890,1019,2968,9,5.767,3,Yes,Yes,No,Yes
1180,1479,Yes,1.8,Yes,0,Yes,24,0.1,146,6,9.9165,327,645,3762,12,10,5,Yes,No,No,Yes
1181,1271,No,1.5,Yes,0,No,2,0.9,161,1,1,1260,1788,892,15,13,20,No,Yes,No,No
1182,709,No,1.9,No,11,Yes,13,0.1,81,8,15,570,1422,467,17,11,5,Yes,Yes,Yes,No
1183,1744,No,2.8,No,0,Yes,62,0.7,158,1,9.9165,621,1558,345,10,6,14,Yes,No,No,No
1184,1314,Yes,2.2,No,0,Yes,40,0.8,116,7,1,328,1858,3033,9,8,17,Yes,Yes,Yes,Yes
1185,1136,No,0.5,No,0,Yes,9,0.9,150,6,2,1307,1767,2110,9,5,16,Yes,No,Yes,No
1186,1039,Yes,2.7,No,11,No,56,0.3,125,8,13,497,618,3105,14,8,5,No,Yes,Yes,No
1187,1300,Yes,0.5,No,5,No,62,0.1,156,6,7,219,1037,874,15,3,10,Yes,Yes,No,No
1188,732,Yes,2.3,Yes,7,Yes,39,0.6,188,7,11,1163,1554,3681,19,3,15,Yes,Yes,Yes,Yes
1189,511,No,0.7,Yes,1,Yes,52,0.7,180,2,10,24,759,3865,8,3,7,Yes,No,Yes,No
1190,1092,Yes,0.5,Yes,10,No,11,0.5,167,3,14,468,571,737,14,4,11,No,Yes,No,No
1191,921,Yes,2.2,Yes,12,Yes,10,0.1,170,7,18,1272,1469,3153,8,2,11,Yes,Yes,No,Yes
1192,1030,Yes,0.5,No,4,Yes,37,0.7,147,1,8,503,551,2800,8,6,12,Yes,No,Yes,No
1193,1130,No,1.8,Yes,0,No,27,0.9,101,1,8,1495,1579,315,14,5,11,Yes,Yes,No,No
1194,1299,No,2.8,Yes,2,No,60,0.8,187,8,6,1333,1838,1412,13,1,20,No,Yes,Yes,No
1195,1009,Yes,2.8,Yes,7,Yes,2,0.6,115,7,15,267,1841,2286,19,8,13,Yes,No,No,No
1196,1735,No,1.8,Yes,16,No,34,0.1,140,2,17,149,876,2392,17,15,19,Yes,No,Yes,No
1197,1129,Yes,2.8,Yes,0,No,49,0.5,185,2,2,1070,1079,1857,8,4,5,Yes,Yes,Yes,No
1198,708,No,1.9,No,0,No,26,0.3,116,7,1,206,620,1419,10,6,16,Yes,Yes,Yes,No
1199,894,No,0.7,No,2,Yes,58,0.1,123,2,3,158,747,3305,12,7,2,Yes,No,No,No
